date,side,conf,adx,vol_20,rsi_14,month,dayofweek,is_trend,trend_align,slope_5d,above_ema50,vol_regime,fwd_ret5,actual_pnl,win
2025-12-26,SELL,0.805,26.6,0.00225,67.3,12,4,True,1,0.001759,1,low,-0.0039,0.0036,True
2025-12-29,SELL,0.76,27.1,0.00228,64.5,12,0,True,1,0.001264,1,low,0.00088,-0.00118,False
2025-12-30,SELL,0.82,27.2,0.00228,64.5,12,1,True,0,-7.6e-05,1,low,-0.00228,0.00198,True
2025-12-31,SELL,0.758,26.5,0.00237,58.7,12,2,True,0,-0.000925,1,low,-0.00098,0.00068,True
2026-01-02,SELL,0.656,25.8,0.00236,59.2,1,4,True,0,-0.000809,1,low,-0.00162,0.00132,True
2026-01-05,SELL,0.821,24.2,0.00246,49.9,1,0,False,0,-0.001349,1,low,-0.00293,0.00263,True
2026-01-06,SELL,0.643,22.9,0.0024,51.8,1,1,False,0,-0.00135,1,low,0.00372,-0.00402,False
2026-01-07,SELL,0.519,21.4,0.00247,47.0,1,2,False,0,-0.00131,1,low,-0.0021,0.0018,True
2026-01-08,BUY,0.597,20.2,0.00248,45.1,1,3,False,0,-0.001399,0,low,0.00033,3e-05,True
2026-01-09,BUY,0.501,19.9,0.0025,42.0,1,4,False,0,-0.001127,0,low,-0.0032,-0.0035,False
2026-01-12,BUY,0.524,18.6,0.00213,37.1,1,0,False,0,-0.001824,0,low,0.00137,0.00107,True
2026-01-13,SELL,0.558,17.4,0.00217,45.7,1,1,False,0,-0.00082,0,low,0.00122,-0.00152,False
2026-01-14,BUY,0.519,16.2,0.00221,42.2,1,2,False,0,-0.00051,0,low,0.00762,0.00732,True
2026-01-15,SELL,0.608,16.2,0.00217,42.9,1,3,False,0,-3.7e-05,0,low,-0.00468,0.00438,True
2026-01-16,BUY,0.861,16.3,0.00226,37.9,1,4,False,0,-0.00043,0,low,0.00699,0.00669,True
2026-01-19,BUY,0.565,15.8,0.0023,41.1,1,0,False,0,-0.001011,0,low,0.00883,0.00853,True
2026-01-20,SELL,0.7,16.0,0.00232,43.9,1,1,False,0,-0.000242,0,low,0.00152,-0.00182,False
2026-01-21,SELL,0.637,16.3,0.00291,57.4,1,2,False,0,0.001659,1,low,0.01189,-0.01219,False
2026-01-22,SELL,0.756,16.1,0.00286,49.5,1,3,False,0,0.001981,1,low,-0.00332,0.00302,True
2026-01-23,SELL,0.804,16.4,0.00325,58.6,1,4,False,0,0.002509,1,low,-0.00101,0.00071,True
2026-01-26,SELL,0.624,18.2,0.00381,66.9,1,0,False,0,0.003967,1,low,-0.00974,0.00944,True
2026-01-27,SELL,0.606,20.6,0.00381,68.1,1,1,False,0,0.004098,1,low,-0.00426,0.00396,True
2026-01-28,BUY,0.585,23.1,0.00458,75.5,1,2,False,0,0.006854,1,mid,0.00148,0.00118,True
2026-01-29,SELL,0.5,25.1,0.00463,70.5,1,3,True,1,0.00509,1,mid,-0.00123,0.00093,True
2026-01-30,BUY,0.6,26.2,0.00465,69.0,1,4,True,1,0.002645,1,mid,-0.00201,-0.00231,False
2026-02-02,SELL,0.49,25.6,0.00513,56.6,2,0,True,0,-0.000892,1,mid,0.00407,-0.00437,False
2026-02-03,SELL,0.703,24.9,0.00524,52.2,2,1,False,0,-0.004751,1,mid,0.00662,-0.00692,False
2026-02-04,SELL,0.566,24.4,0.00521,53.6,2,2,False,0,-0.004126,1,mid,-0.00121,0.00091,True
2026-02-05,SELL,0.631,23.8,0.00521,52.3,2,3,False,0,-0.003049,1,mid,-0.00114,0.00084,True
2026-02-06,SELL,0.715,23.0,0.00522,50.1,2,4,False,0,-0.001183,1,mid,-0.00064,0.00034,True
2026-02-09,SELL,0.618,23.5,0.00521,54.2,2,0,False,0,0.000134,1,mid,-8e-05,-0.00022,False
2026-02-10,SELL,0.689,24.0,0.00534,60.0,2,1,False,0,0.001691,1,high,-0.00148,0.00118,True
2026-02-11,SELL,0.641,23.5,0.00531,58.5,2,2,False,0,0.002552,1,mid,0.00017,-0.00047,False
2026-02-12,BUY,0.583,23.0,0.00533,57.1,2,3,False,0,0.002195,1,high,-0.00532,-0.00562,False
2026-02-13,BUY,0.608,22.5,0.00526,56.3,2,4,False,0,0.000483,1,mid,-0.00167,-0.00197,False
2026-02-16,SELL,0.72,22.0,0.00526,56.2,2,0,False,0,-0.000794,1,mid,0.00557,-0.00587,False
2026-02-17,SELL,0.785,20.7,0.00529,54.1,2,1,False,0,-0.000742,1,mid,-0.00346,0.00316,True
2026-02-18,SELL,0.909,19.5,0.00505,54.3,2,2,False,0,-0.000565,1,mid,-0.00158,0.00128,True
2026-02-19,SELL,0.766,19.0,0.00509,47.1,2,3,False,0,-0.001476,1,mid,0.00339,-0.00369,False
2026-02-23,SELL,0.709,17.5,0.00461,52.4,2,0,False,0,-0.000956,1,mid,-0.00369,0.00339,True
2026-02-24,SELL,0.601,16.7,0.00465,48.1,2,1,False,0,-0.000594,1,mid,-0.00529,0.00499,True
2026-02-25,SELL,0.68,15.7,0.00366,46.2,2,2,False,0,-2.1e-05,0,low,-0.00727,0.00697,True
2026-02-26,SELL,0.513,14.8,0.00374,50.6,2,3,False,0,0.000276,1,low,0.00201,-0.00231,False
2026-02-27,SELL,0.697,14.0,0.00374,49.3,2,4,False,0,-0.000357,1,low,-0.00237,0.00207,True
2026-03-02,BUY,0.72,14.8,0.00318,44.8,3,0,False,0,-0.000348,0,low,-0.00731,-0.00761,False
2026-03-03,BUY,0.784,17.0,0.00325,39.2,3,1,False,0,-0.001798,0,low,0.00816,0.00786,True
2026-03-04,SELL,0.692,18.9,0.00355,33.2,3,2,False,0,-0.004359,0,low,-0.00051,0.00021,True
2026-03-05,BUY,0.651,20.9,0.00361,36.1,3,3,False,0,-0.004119,0,low,-0.00586,-0.00616,False
2026-03-06,BUY,0.923,22.9,0.00362,34.2,3,4,False,0,-0.003125,0,low,-0.00187,-0.00217,False
2026-03-09,BUY,0.975,25.0,0.00372,29.1,3,0,False,0,-0.003032,0,low,-0.00751,-0.00781,False
2026-03-10,BUY,0.738,25.4,0.0039,39.8,3,1,True,1,-0.000883,0,low,0.00563,0.00533,True
2026-03-11,SELL,0.809,26.3,0.0039,39.4,3,2,True,1,-0.00034,0,low,0.00347,-0.00377,False
2026-03-12,BUY,0.742,27.5,0.00404,35.0,3,3,True,1,-0.00036,0,mid,-0.0065,-0.0068,False
2026-03-13,BUY,0.858,29.2,0.00404,33.7,3,4,True,1,-0.000668,0,mid,0.00986,0.00956,True
